松花一村 ,1室0厅,38.07平米,南,简装,高楼层(共5层),杨浦,220,"57,789元/平"
国年路65弄 ,1室0厅,40.59平米,南,简装,高楼层(共6层),杨浦,298,"73,418元/平"
鞍山六村 ,3室2厅,116.13平米,南 北,简装,高楼层(共5层),杨浦,849,"73,108元/平"
控江路18弄 ,1室1厅,52.88平米,南,简装,低楼层(共20层),杨浦,388,"73,374元/平"
国和路610弄 ,1室0厅,34.26平米,南,毛坯,低楼层(共6层),杨浦,235,"68,594元/平"
控江路1200弄 ,1室1厅,32.77平米,南,精装,低楼层(共5层),杨浦,280,"85,445元/平"
延吉东路131弄 ,1室0厅,31.71平米,南,简装,中楼层(共7层),杨浦,217,"68,433元/平"
眉州路515弄 ,1室1厅,33.77平米,南,简装,低楼层(共7层),杨浦,257,"76,104元/平"
控江四村 ,2室1厅,78.91平米,南,精装,中楼层(共5层),杨浦,525,"66,532元/平"
鞍山七村 ,2室1厅,42.79平米,南,毛坯,高楼层(共5层),杨浦,330,"77,121元/平"
鞍山四村第三小区 ,1室0厅,33.76平米,南,毛坯,中楼层(共5层),杨浦,250,"74,053元/平"
国定路600弄 ,1室1厅,38.85平米,南,简装,高楼层(共6层),杨浦,283,"72,845元/平"
阳明新城 ,2室1厅,74.93平米,西南,简装,中楼层(共35层),杨浦,670,"89,417元/平"
铁路新村(杨浦) ,2室1厅,53.09平米,南,精装,高楼层(共6层),杨浦,385,"72,519元/平"
大连西路4弄 ,1室1厅,39.29平米,南,简装,中楼层(共6层),杨浦,458,"116,570元/平"
民星二村 ,1室1厅,41.81平米,南,简装,低楼层(共6层),杨浦,278,"66,492元/平"
控江五村 ,1室1厅,33.74平米,南,简装,低楼层(共4层),杨浦,225,"66,687元/平"
内江路374弄 ,1室1厅,33.67平米,南,简装,高楼层(共6层),杨浦,208,"61,777元/平"
秦家弄小区 ,2室1厅,40.47平米,南 北,简装,高楼层(共7层),杨浦,315,"77,836元/平"
延吉七村 ,1室1厅,51.98平米,南,精装,高楼层(共14层),杨浦,373,"71,759元/平"
建德国际公寓 ,2室1厅,85.8平米,南,精装,中楼层(共6层),杨浦,860,"100,234元/平"
合生江湾国际公寓 ,2室2厅,109.33平米,南,精装,低楼层(共14层),杨浦,1170,"107,016元/平"
国顺路375弄 ,2室1厅,53.37平米,南,简装,高楼层(共6层),杨浦,380,"71,202元/平"
市光二村 ,2室1厅,63.08平米,南,简装,高楼层(共6层),杨浦,408,"64,680元/平"
翔殷路491弄 ,1室1厅,39.09平米,南,简装,高楼层(共6层),杨浦,300,"76,746元/平"
延吉东路82弄 ,2室0厅,44.31平米,南,简装,高楼层(共5层),杨浦,323,"72,896元/平"
翔殷路825号 ,2室0厅,51平米,南,简装,高楼层(共6层),杨浦,336,"65,883元/平"
图们新苑 ,1室1厅,50.5平米,南,毛坯,低楼层(共28层),杨浦,395,"78,218元/平"
翔殷路491弄 ,1室1厅,39.09平米,南,简装,高楼层(共6层),杨浦,300,"76,746元/平"
延吉东路82弄 ,2室0厅,44.31平米,南,简装,高楼层(共5层),杨浦,323,"72,896元/平"
兰花新村 ,1室1厅,42.21平米,南 北,简装,高楼层(共6层),杨浦,315,"74,627元/平"
安图新村 ,2室1厅,45.86平米,南,精装,高楼层(共6层),杨浦,335,"73,049元/平"
国和路610弄 ,2室0厅,48.46平米,南,精装,高楼层(共6层),杨浦,318,"65,622元/平"
民星路408弄 ,1室1厅,40.72平米,南 北,简装,高楼层(共6层),杨浦,250,"61,395元/平"
开鲁路286弄 ,2室1厅,70.85平米,南,精装,高楼层(共16层),杨浦,456,"64,362元/平"
民星路350弄 ,1室1厅,40.03平米,南,简装,高楼层(共7层),杨浦,245,"61,205元/平"
北茶园 ,1室1厅,38.29平米,南,简装,低楼层(共6层),杨浦,302,"78,872元/平"
佳木斯路185弄 ,2室1厅,51.72平米,南,简装,高楼层(共6层),杨浦,315,"60,905元/平"
控江四村 ,1室1厅,38.14平米,北,简装,高楼层(共6层),杨浦,238,"62,402元/平"
民星二村 ,2室0厅,42.3平米,东 南,简装,高楼层(共6层),杨浦,245,"57,920元/平"
沈家桥小区 ,2室0厅,43.21平米,东,精装,高楼层(共6层),杨浦,260,"60,172元/平"
控江东三村 ,2室1厅,54.07平米,南 北,精装,高楼层(共7层),杨浦,370,"68,430元/平"
秦家弄小区 ,1室1厅,33.16平米,北,精装,高楼层(共7层),杨浦,269,"81,122元/平"
四平路2100弄 ,2室1厅,48.79平米,南,简装,高楼层(共6层),杨浦,350,"71,737元/平"
政立路830弄 ,2室1厅,64.02平米,南,简装,高楼层(共6层),杨浦,440,"68,729元/平"
新江湾城雍景苑 ,2室2厅,105.31平米,南 北,精装,低楼层(共12层),杨浦,1020,"96,857元/平"
文化名园 ,2室1厅,75.54平米,南,精装,高楼层(共6层),杨浦,645,"85,386元/平"
新江湾时代花园 ,2室2厅,87.51平米,南 北,精装,高楼层(共6层),杨浦,840,"95,990元/平"
政通路305弄 ,2室1厅,49.96平米,南,简装,高楼层(共6层),杨浦,370,"74,060元/平"
同济新村 ,1室1厅,33.95平米,南,精装,高楼层(共6层),杨浦,355,"104,566元/平"
密云小区 ,1室1厅,54.32平米,南,简装,高楼层(共18层),杨浦,520,"95,730元/平"
延吉东路82弄 ,1室1厅,31.41平米,南 北,简装,中楼层(共6层),杨浦,232,"73,862元/平"
北茶园 ,1室1厅,48.85平米,南,简装,高楼层(共6层),杨浦,385,"78,813元/平"
世和园 ,2室1厅,75.2平米,南,简装,低楼层(共11层),杨浦,615,"81,782元/平"
鞍山四村第二小区 ,2室0厅,57.5平米,南 北,简装,高楼层(共6层),杨浦,450,"78,261元/平"
延吉七村 ,1室1厅,35.6平米,南,精装,高楼层(共6层),杨浦,265,"74,439元/平"
鞍山一村第三小区 ,1室1厅,46.47平米,南,简装,高楼层(共5层),杨浦,388,"83,495元/平"
翔殷路773号 ,2室0厅,48.13平米,南,简装,高楼层(共6层),杨浦,325,"67,526元/平"
密云小区 ,1室1厅,42.87平米,南,简装,高楼层(共6层),杨浦,460,"107,302元/平"
密云小区 ,1室1厅,37.02平米,南,精装,高楼层(共6层),杨浦,418,"112,912元/平"
鞍山四村第三小区 ,2室1厅,53.8平米,东南,精装,中楼层(共5层),杨浦,468,"86,989元/平"
国顺路375弄 ,2室0厅,46.01平米,西南,精装,中楼层(共6层),杨浦,330,"71,724元/平"
市光四村 ,1室1厅,49.1平米,南,简装,高楼层(共6层),杨浦,300,"61,100元/平"
黄兴路2020弄 ,1室1厅,41.26平米,南,精装,高楼层(共6层),杨浦,270,"65,439元/平"
唐山路1380弄 ,2室1厅,51.03平米,南,简装,高楼层(共7层),杨浦,358,"70,155元/平"
鞍山四村第二小区 ,1室0厅,26.14平米,东北,精装,中楼层(共5层),杨浦,225,"86,075元/平"
密云小区 ,1室1厅,39.46平米,南,简装,中楼层(共6层),杨浦,428,"108,465元/平"
密云小区 ,1室0厅,37.2平米,南,精装,高楼层(共6层),杨浦,435,"116,936元/平"
仁德苑 ,2室2厅,102.28平米,南,简装,低楼层(共11层),杨浦,850,"83,106元/平"
世和园 ,1室1厅,53.64平米,南,简装,低楼层(共17层),杨浦,455,"84,825元/平"
文化花园香榭丽苑 ,2室2厅,102.12平米,南,简装,中楼层(共6层),杨浦,850,"83,236元/平"
九州公寓 ,2室2厅,97.26平米,南,精装,中楼层(共19层),杨浦,780,"80,198元/平"
文化名园 ,1室1厅,50.59平米,南,简装,低楼层(共6层),杨浦,435,"85,986元/平"
财大小区 ,2室1厅,70.23平米,南,简装,高楼层(共6层),杨浦,494,"70,341元/平"
大众花苑 ,2室1厅,69.06平米,南,精装,高楼层(共6层),杨浦,530,"76,745元/平"
松花一村 ,1室0厅,31.87平米,南,精装,高楼层(共6层),杨浦,222,"69,658元/平"
文化名园 ,2室1厅,61.94平米,南,简装,高楼层(共6层),杨浦,510,"82,338元/平"
市光一村 ,1室1厅,41.98平米,南,精装,高楼层(共6层),杨浦,270,"64,317元/平"
延吉东路137弄 ,1室1厅,41.38平米,南,简装,中楼层(共6层),杨浦,290,"70,083元/平"
鞍山四村第三小区 ,1室0厅,39.53平米,南,精装,中楼层(共5层),杨浦,308,"77,916元/平"
民星二村 ,2室1厅,58.28平米,南,精装,高楼层(共6层),杨浦,370,"63,487元/平"
伊格尔公寓 ,1室1厅,79.15平米,南,精装,高楼层(共24层),杨浦,550,"69,489元/平"
控江一村 ,1室1厅,36.08平米,南,简装,中楼层(共4层),杨浦,349,"96,730元/平"
控江路1200弄 ,2室0厅,46.77平米,南,精装,中楼层(共5层),杨浦,415,"88,733元/平"
北茶园 ,2室1厅,59.1平米,南 北,精装,高楼层(共6层),杨浦,475,"80,373元/平"
鞍山四村第三小区 ,2室0厅,53.8平米,南,精装,低楼层(共6层),杨浦,450,"83,644元/平"
控江六村 ,3室1厅,64.79平米,南 北,精装,高楼层(共5层),杨浦,530,"81,803元/平"
鞍山四村第三小区 ,1室0厅,39.53平米,南,精装,中楼层(共5层),杨浦,308,"77,916元/平"
北茶园 ,2室1厅,59.1平米,南 北,精装,高楼层(共6层),杨浦,475,"80,373元/平"
国和一村 ,2室1厅,67.08平米,南,精装,高楼层(共6层),杨浦,467,"69,619元/平"
公交新村 ,1室0厅,31.26平米,南,精装,低楼层(共7层),杨浦,282,"90,212元/平"
凤城三村西区 ,1室1厅,49.86平米,南,精装,高楼层(共6层),杨浦,338,"67,790元/平"
图们新苑 ,2室1厅,65.05平米,南,精装,低楼层(共28层),杨浦,490,"75,327元/平"
许昌路1432号 ,1室1厅,40.65平米,南,简装,低楼层(共6层),杨浦,304,"74,785元/平"
大连西路40弄 ,2室1厅,67.3平米,南,精装,低楼层(共18层),杨浦,550,"81,724元/平"
控江新村 ,1室1厅,33.09平米,南,精装,高楼层(共6层),杨浦,210,"63,464元/平"
双阳路604弄 ,2室1厅,59.82平米,南,精装,低楼层(共7层),杨浦,490,"81,913元/平"
合生江湾国际公寓 ,2室2厅,108.55平米,南,精装,低楼层(共11层),杨浦,1080,"99,494元/平"
民星路350弄 ,1室1厅,40.03平米,南,精装,高楼层(共7层),杨浦,240,"59,956元/平"
鞍山一村第三小区 ,1室0厅,37.64平米,南,简装,中楼层(共5层),杨浦,305,"81,031元/平"
万昌大厦 ,2室1厅,112.38平米,南,精装,中楼层(共19层),杨浦,790,"70,298元/平"
伊格尔公寓 ,1室1厅,79.15平米,南,精装,高楼层(共24层),杨浦,550,"69,489元/平"
控江一村 ,1室1厅,36.08平米,南,简装,中楼层(共4层),杨浦,349,"96,730元/平"
控江路1200弄 ,2室0厅,46.77平米,南,精装,中楼层(共5层),杨浦,415,"88,733元/平"
海杨公寓 ,2室1厅,107.84平米,南,简装,高楼层(共24层),杨浦,900,"83,457元/平"
国和一村 ,1室1厅,40.45平米,南,精装,高楼层(共6层),杨浦,280,"69,222元/平"
控江二村 ,1室1厅,44.78平米,南,简装,低楼层(共5层),杨浦,350,"78,160元/平"
上焊大楼 ,1室1厅,45.62平米,南 北,简装,低楼层(共16层),杨浦,364,"79,790元/平"
中原路99弄 ,1室1厅,43.46平米,南,简装,高楼层(共6层),杨浦,272,"62,587元/平"
城市方园 ,2室1厅,69.81平米,南 北,简装,高楼层(共33层),杨浦,425,"60,880元/平"
控江东三村 ,1室1厅,34.7平米,南,简装,低楼层(共6层),杨浦,245,"70,606元/平"
凤城五村 ,1室1厅,38.85平米,南,简装,低楼层(共6层),杨浦,330,"84,943元/平"
鞍山四村第三小区 ,2室0厅,53.8平米,南,精装,低楼层(共6层),杨浦,450,"83,644元/平"
长白三村 ,1室0厅,33.49平米,南,精装,中楼层(共5层),杨浦,235,"70,171元/平"
靖宇南路5弄 ,1室1厅,35.64平米,南,简装,低楼层(共6层),杨浦,328,"92,032元/平"
北茶园 ,1室1厅,41.15平米,南,简装,高楼层(共6层),杨浦,322,"78,251元/平"
合生江湾国际公寓 ,2室2厅,108.55平米,南,精装,低楼层(共11层),杨浦,1080,"99,494元/平"
民星路350弄 ,1室1厅,40.03平米,南,精装,高楼层(共7层),杨浦,240,"59,956元/平"
控江路1200弄 ,1室1厅,35.45平米,南,精装,低楼层(共5层),杨浦,300,"84,627元/平"
圣骊名苑 ,2室1厅,85.41平米,南,简装,中楼层(共21层),杨浦,930,"108,887元/平"
控江新村 ,1室1厅,33.09平米,南,精装,高楼层(共6层),杨浦,210,"63,464元/平"
控江六村 ,3室1厅,64.79平米,南 北,精装,高楼层(共5层),杨浦,530,"81,803元/平"
松花一村 ,2室1厅,50.52平米,南,简装,低楼层(共6层),杨浦,345,"68,290元/平"
国和一村 ,1室1厅,40.45平米,南,精装,高楼层(共6层),杨浦,280,"69,222元/平"
海杨公寓 ,2室1厅,107.84平米,南,简装,高楼层(共24层),杨浦,900,"83,457元/平"
密云小区 ,2室1厅,56.84平米,南,精装,高楼层(共6层),杨浦,545,"95,884元/平"
中原路99弄 ,1室1厅,43.46平米,南,简装,高楼层(共6层),杨浦,272,"62,587元/平"
靖宇南路5弄 ,1室1厅,35.64平米,南,简装,低楼层(共6层),杨浦,328,"92,032元/平"
北茶园 ,1室1厅,41.15平米,南,简装,高楼层(共6层),杨浦,322,"78,251元/平"
市光三村 ,1室1厅,42.4平米,南,精装,高楼层(共6层),杨浦,270,"63,680元/平"
长眉小区 ,2室1厅,63.21平米,东 西,简装,高楼层(共7层),杨浦,455,"71,983元/平"
张家浜小区 ,1室1厅,31.1平米,南,精装,高楼层(共7层),杨浦,245,"78,779元/平"
三门路358弄 ,2室1厅,68.1平米,南 北,精装,高楼层(共6层),杨浦,458,"67,255元/平"
财大小区 ,1室1厅,38.19平米,南,精装,高楼层(共6层),杨浦,280,"73,318元/平"
控江路641号 ,1室1厅,42.27平米,南,简装,高楼层(共6层),杨浦,235,"55,595元/平"
恒阳花苑 ,2室2厅,85.27平米,南,精装,中楼层(共28层),杨浦,850,"99,684元/平"
长海路137弄 ,1室1厅,45.04平米,南,简装,低楼层(共6层),杨浦,288,"63,944元/平"
吉浦小区 ,1室1厅,54.83平米,南,简装,高楼层(共6层),杨浦,341,"62,193元/平"
申通公寓 ,2室1厅,78.48平米,南 西,精装,低楼层(共24层),杨浦,558,"71,101元/平"
工农三村 ,2室1厅,57.03平米,南 北,精装,高楼层(共6层),杨浦,395,"69,262元/平"
创智坊(公寓) ,1室2厅,78.22平米,东 西,简装,中楼层(共8层),杨浦,768,"98,185元/平"
阳明新城 ,2室2厅,74.93平米,南,精装,低楼层(共35层),杨浦,690,"92,086元/平"
国和苑 ,2室1厅,64.82平米,南,精装,高楼层(共6层),杨浦,424,"65,412元/平"
创智坊(公寓) ,2室2厅,88.4平米,东 西,精装,高楼层(共8层),杨浦,847,"95,815元/平"
控江二村107弄小区 ,1室1厅,29.12平米,北,毛坯,低楼层(共5层),杨浦,183,"62,844元/平"
控江二村 ,1室1厅,33.23平米,南,精装,低楼层(共5层),杨浦,237,"71,322元/平"
凤城三村西区 ,1室1厅,40.22平米,南,简装,中楼层(共5层),杨浦,272,"67,629元/平"
控江路888弄 ,1室1厅,39.33平米,南,精装,中楼层(共5层),杨浦,260,"66,108元/平"
凤城二村 ,1室1厅,36.22平米,北,简装,低楼层(共5层),杨浦,230,"63,501元/平"
控江东三村 ,2室0厅,41.02平米,南,简装,高楼层(共6层),杨浦,285,"69,479元/平"
水电新村 ,1室1厅,49.63平米,南,简装,中楼层(共6层),杨浦,258,"51,985元/平"
秦家弄小区 ,1室1厅,34.42平米,南,精装,中楼层(共6层),杨浦,278,"80,767元/平"
泰宝华庭(公寓) ,2室2厅,88.99平米,南,精装,低楼层(共8层),杨浦,1120,"125,857元/平"
张家浜小区 ,1室1厅,31.1平米,南,精装,高楼层(共7层),杨浦,245,"78,779元/平"
控江二村 ,1室1厅,33.23平米,南,精装,低楼层(共5层),杨浦,237,"71,322元/平"
长海一村 ,1室1厅,39.12平米,南,简装,中楼层(共6层),杨浦,254,"64,929元/平"
开鲁三村 ,2室1厅,75.54平米,南 北,简装,低楼层(共18层),杨浦,462,"61,160元/平"
明月坊 ,1室1厅,51.86平米,东南,精装,低楼层(共34层),杨浦,450,"86,773元/平"
长海路137弄 ,1室1厅,45.04平米,南,简装,低楼层(共6层),杨浦,288,"63,944元/平"
大连西路40弄 ,2室0厅,66.94平米,南,简装,中楼层(共18层),杨浦,660,"98,596元/平"
鞍山四村第三小区 ,1室1厅,47.96平米,南,精装,低楼层(共6层),杨浦,395,"82,361元/平"
控江路641号 ,1室1厅,42.27平米,南,简装,高楼层(共6层),杨浦,235,"55,595元/平"
双辽路200弄 ,1室1厅,38.72平米,南,简装,高楼层(共6层),杨浦,273,"70,507元/平"
开鲁三村 ,2室1厅,58.19平米,南 北,精装,高楼层(共6层),杨浦,375,"64,445元/平"
唐山路1380弄 ,1室1厅,40.6平米,南,精装,高楼层(共7层),杨浦,278,"68,473元/平"
北茶园 ,1室1厅,46.75平米,南,精装,高楼层(共6层),杨浦,345,"73,797元/平"
市京一村 ,2室1厅,60.67平米,东南,简装,高楼层(共6层),杨浦,385,"63,459元/平"
开鲁四村 ,2室1厅,53.06平米,南 北,简装,低楼层(共6层),杨浦,368,"69,356元/平"
秦家弄小区 ,1室1厅,36.22平米,南,精装,高楼层(共7层),杨浦,297,"81,999元/平"
北茶园 ,2室2厅,90.66平米,南 北,精装,高楼层(共6层),杨浦,725,"79,970元/平"
控江东三村 ,1室0厅,34.7平米,南,简装,中楼层(共6层),杨浦,248,"71,470元/平"
耀浦苑 ,2室2厅,100.2平米,南,简装,高楼层(共7层),杨浦,920,"91,817元/平"
民庆家园 ,2室1厅,82.09平米,南,精装,低楼层(共6层),杨浦,645,"78,573元/平"
民星一村 ,1室1厅,42.4平米,南,精装,高楼层(共6层),杨浦,233,"54,953元/平"
鞍山四村第三小区 ,1室0厅,29.27平米,西北,精装,低楼层(共5层),杨浦,220,"75,163元/平"
锦西路30弄 ,1室0厅,34.58平米,南,精装,高楼层(共6层),杨浦,278,"80,394元/平"
民星一村 ,1室1厅,42.4平米,南,精装,高楼层(共6层),杨浦,233,"54,953元/平"
宏翔公寓 ,2室2厅,65平米,南,简装,高楼层(共6层),杨浦,450,"69,231元/平"
民星二村 ,2室1厅,67.55平米,南,精装,高楼层(共6层),杨浦,448,"66,322元/平"
密云小区 ,1室1厅,36.76平米,南,精装,高楼层(共6层),杨浦,420,"114,255元/平"
密云小区 ,2室1厅,66.2平米,北,简装,高楼层(共18层),杨浦,508,"76,738元/平"
控江四村 ,2室1厅,49.37平米,南,精装,低楼层(共6层),杨浦,385,"77,983元/平"
控江西三村 ,2室0厅,39.28平米,南,毛坯,低楼层(共5层),杨浦,265,"67,465元/平"
才茂公寓 ,2室2厅,80.92平米,南,精装,低楼层(共22层),杨浦,695,"85,888元/平"
民星二村 ,2室1厅,54.21平米,南,简装,高楼层(共6层),杨浦,339,"62,535元/平"
海上硕和城 ,2室2厅,94.57平米,南,简装,高楼层(共18层),杨浦,1022,"108,069元/平"
延吉七村 ,1室1厅,56.67平米,南,简装,中楼层(共14层),杨浦,375,"66,173元/平"
泰宝华庭(公寓) ,2室2厅,88.99平米,南,精装,高楼层(共8层),杨浦,1180,"132,600元/平"
申通公寓 ,2室2厅,83.27平米,西南 北,简装,低楼层(共28层),杨浦,618,"74,217元/平"
新江湾城雍景苑 ,3室2厅,123.62平米,南 北,精装,低楼层(共12层),杨浦,1160,"93,836元/平"
市光三村 ,2室0厅,38.91平米,南,简装,高楼层(共6层),杨浦,240,"61,681元/平"
工农三村 ,1室0厅,38.04平米,南,简装,高楼层(共6层),杨浦,235,"61,778元/平"
南茶园 ,1室1厅,40.51平米,南,简装,高楼层(共6层),杨浦,310,"76,525元/平"
双辽支路70弄 ,1室0厅,27平米,北,精装,中楼层(共7层),杨浦,208,"77,038元/平"
控江路1200弄 ,1室0厅,32.81平米,北,简装,中楼层(共5层),杨浦,298,"90,826元/平"
控江路1200弄 ,1室0厅,22.21平米,北,精装,低楼层(共5层),杨浦,195,"87,799元/平"
周家嘴路3340号 ,1室0厅,31.71平米,南,毛坯,中楼层(共7层),杨浦,203,"64,018元/平"
工农二村 ,1室0厅,35.05平米,南,简装,高楼层(共6层),杨浦,218,"62,197元/平"
延吉七村 ,1室0厅,31.15平米,南,简装,高楼层(共6层),杨浦,210,"67,416元/平"
唐山路1380弄 ,1室1厅,41.04平米,南,精装,中楼层(共7层),杨浦,305,"74,318元/平"
大连路1188弄 ,1室1厅,34平米,南,简装,中楼层(共7层),杨浦,278,"81,765元/平"
